GENZONE,JURSCODE,ZONING,MUNICIPALITY_NAME,ACRES,TC_ID,TC_Percent_Change,LowVeg_Percent_Change,Barren_Percent_Change,Water_Percent_Change,Building_Percent_Change,Road_Percent_Change,Shrub_Percent_Change,Wetlands_Percent_Change,Imperv_Percent_Change,TC_Area_Acres_Change,LowVeg_Area_Acres_Change,Barren_Area_Acres_Change,Water_Area_Acres_Change,Buildings_Area_Acres_Change,Road_Area_Acres_Change,Shrub_Area_Acres_Change,Wetlands_Area_Acres_Change,Impervious_Area_Acres_Change,TC_OutsideForest_A_Acres_2013,TC_InsideForest_A_Acres_2013,TC_OutsideForest_A_Acres_2018,TC_InsideForest_A_Acres_2018,TC_InsideForestChange_acres,TC_OutsideForestChange_acres
COMMERCIAL,CARR,C-1,,0.52852307,5041,2.33426704,-1.960784314,0,0,0,0,0,0,-0.373482726,0.01235527,-0.010378427,0,0,0,0,0,0,-0.001976843,0.112185852,0,0.124541122,0,0,0.01235527
COMMERCIAL,CARR,C-1,,0.49038731,5042,0.554435484,-0.453629032,0,0,-0.050403226,0,0,0,-0.050403226,0.002718159,-0.002223949,0,0,-0.000247105,0,0,0,-0.000247105,0.178162993,0,0.180881153,0,0,0.002718159
COMMERCIAL,CARR,C-1,,0.398546,5043,-0.557620818,-1.115241636,0,0,-0.061957869,0,0,0,1.734820322,-0.002223949,-0.004447897,0,0,-0.000247105,0,0,0,0.006918951,0.107243744,0,0.105019795,0,0,-0.002223949
COMMERCIAL,CARR,C-1,,0.45251624,5044,0.546448087,-0.546448087,0,0,0,0,0,0,0,0.002471054,-0.002471054,0,0,0,0,0,0,0,0.1144098,0,0.116880854,0,0,0.002471054
COMMERCIAL,CARR,C-1,,0.40938973,5045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250811981,0,0.250811981,0,0,0
COMMERCIAL,CARR,C-1,,0.18704776,5046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009884216,0,0.009884216,0,0,0
COMMERCIAL,CARR,C-1,,0.37776399,5047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134672443,0,0.134672443,0,0,0
COMMERCIAL,CARR,C-1,,1.14524153,5048,1.186879586,-1.122140699,0,0,0,0,0,0,-0.064738886,0.013590797,-0.012849481,0,0,0,0,0,0,-0.000741316,0.450967355,0,0.464558152,0,0,0.013590797
COMMERCIAL,CARR,C-2,,1.78634368,5049,0.152122805,-0.096805421,0,0,0,0,0,0,-0.055317383,0.002718159,-0.001729738,0,0,0,0,0,0,-0.000988422,0.113668484,0,0.116386643,0,0,0.002718159
COMMERCIAL,CARR,C-1,,0.77442237,5050,3.575989783,-2.394636015,0,0,-0.287356322,0,0,0,-0.893997446,0.027675805,-0.018532905,0,0,-0.002223949,0,0,0,-0.006918951,0.102795846,0,0.130471651,0,0,0.027675805
COMMERCIAL,CARR,C-1,,0.48067732,5051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196943004,0,0.196943004,0,0,0
COMMERCIAL,CARR,C-1,,0.21394778,5052,-0.578703704,-3.125,0,0,3.703703704,0,0,0,0,-0.001235527,-0.006671846,0,0,0.007907373,0,0,0,0,0.009637111,0,0.008401584,0,0,-0.001235527
COMMERCIAL,CARR,C-2,,1.3238527,5053,0.709352249,-0.578682098,0,0,0,0,0,0,-0.130670151,0.009390005,-0.007660267,0,0,0,0,0,0,-0.001729738,0.04027818,0,0.049668185,0,0,0.009390005
COMMERCIAL,CARR,C-2,,2.68131671,5054,0.211864407,-0.801400147,0,0,0,0,0,0,0.589535741,0.005683424,-0.02149817,0,0,0,0,0,0,0.015814746,0.315553596,0,0.32123702,0,0,0.005683424
COMMERCIAL,CARR,C-2,,0.48525766,5055,1.933842239,-1.323155216,0,0,0,0,0,0,-0.610687023,0.009390005,-0.00642474,0,0,0,0,0,0,-0.002965265,0.064247404,0,0.073637409,0,0,0.009390005
COMMERCIAL,CARR,C-2,,1.50025891,5056,0.493664637,-0.411387198,0,0,-0.032910976,0,0,0,-0.049366464,0.007413162,-0.006177635,0,0,-0.000494211,0,0,0,-0.000741316,0.045467394,0,0.052880556,0,0,0.007413162
COMMERCIAL,CARR,C-2,,1.29240697,5057,0.191168037,0,0,0,0,0,0,0,-0.191168037,0.002471054,0,0,0,0,0,0,0,-0.002471054,0.170502726,0,0.17297378,0,0,0.002471054
COMMERCIAL,CARR,C-2,,5.58070945,5058,0.575577792,-0.407331976,0,0,0,0,0,0,-0.168245816,0.032123702,-0.022733697,0,0,0,0,0,0,-0.009390005,0.329144393,0,0.361268095,0,0,0.032123702
COMMERCIAL,CARR,C-2,,3.39187484,5059,1.507647487,-1.056081573,0,0,0,-0.276766205,0,0,-0.174799709,0.051150818,-0.035830283,0,0,0,-0.009390005,0,0,-0.00593053,0.308634645,0,0.359785462,0,0,0.051150818
COMMERCIAL,CARR,C-2,,0.17363537,5060,0.712250712,-0.427350427,0,0,0,0,0,0,-0.284900285,0.001235527,-0.000741316,0,0,0,0,0,0,-0.000494211,0.088710839,0,0.089946366,0,0,0.001235527
COMMERCIAL,CARR,C-2,,0.05739721,5061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012108165,0,0.012108165,0,0,0
COMMERCIAL,CARR,C-2,,0.74256819,5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311105699,0,0.311105699,0,0,0
COMMERCIAL,CARR,C-2,,0.41943695,5064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082038993,0,0.082038993,0,0,0
COMMERCIAL,CARR,C-2,,0.28362871,5065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00642474,0,0.00642474,0,0,0
COMMERCIAL,CARR,C-2,,1.96811972,5066,0.527439407,-0.477207083,0,0,0,0,0,0,-0.050232325,0.010378427,-0.009390005,0,0,0,0,0,0,-0.000988422,0.143815343,0,0.15419377,0,0,0.010378427
COMMERCIAL,CARR,C-2,,2.04175436,5067,0.14527845,-0.14527845,0,0,0,0,0,0,0,0.002965265,-0.002965265,0,0,0,0,0,0,0,1.672162242,0,1.675127507,0,0,0.002965265
COMMERCIAL,CARR,C-3,,2.10689811,5068,0.093830636,-0.082101806,0,0,0,0,0,0,-0.011728829,0.001976843,-0.001729738,0,0,0,0,0,0,-0.000247105,0.128000597,0,0.12997744,0,0,0.001976843
COMMERCIAL,CARR,C-2,,2.45978665,5070,-4.541344318,4.661910982,0,0,0,0,0,0,-0.120566663,-0.111691641,0.114656906,0,0,0,0,0,0,-0.002965265,0.393638902,0,0.281947261,0,0,-0.111691641
COMMERCIAL,CARR,C-1,,0.65985021,5072,1.79910045,-1.79910045,0,0,0,0,0,0,0,0.011861059,-0.011861059,0,0,0,0,0,0,0,0.043737656,0,0.055598715,0,0,0.011861059
COMMERCIAL,CARR,C-1,,0.14111086,5073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494211,0,0.000494211,0,0,0
COMMERCIAL,CARR,C-1,,0.14203845,5074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10205453,0,0.10205453,0,0,0
COMMERCIAL,CARR,C-1,,0.20100531,5075,0.369458128,-0.246305419,0,0,0,0,0,0,-0.123152709,0.000741316,-0.000494211,0,0,0,0,0,0,-0.000247105,0.04299634,0,0.043737656,0,0,0.000741316
COMMERCIAL,CARR,C-2,,0.18288094,5077,3.387533875,-0.27100271,0,0,0,-1.35501355,0,0,-1.761517615,0.006177635,-0.000494211,0,0,0,-0.002471054,0,0,-0.00321237,0.050409502,0,0.056587137,0,0,0.006177635
COMMERCIAL,CARR,C-2,,0.34345879,5078,-0.071736011,0.071736011,0,0,0,0,0,0,0,-0.000247105,0.000247105,0,0,0,0,0,0,0,0.011366848,0,0.011119743,0,0,-0.000247105
COMMERCIAL,CARR,C-2,,0.37137728,5079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102548741,0,0.102548741,0,0,0
COMMERCIAL,CARR,C-2,,0.11480886,5080,0,-2.586206897,0,0,2.586206897,0,0,0,0,0,-0.002965265,0,0,0.002965265,0,0,0,0,0.039042653,0,0.039042653,0,0,0
COMMERCIAL,CARR,C-2,,0.17289204,5081,0,-0.143266476,0,0,0,0,0,0,0.143266476,0,-0.000247105,0,0,0,0,0,0,0.000247105,0.095135579,0,0.095135579,0,0,0
COMMERCIAL,CARR,C-2,,0.83376852,5082,0.207715134,-3.471810089,0,0,0,0,0,0,3.264094955,0.001729738,-0.028911332,0,0,0,0,0,0,0.027181594,0.246611189,0,0.248340927,0,0,0.001729738
COMMERCIAL,CARR,C-2,,0.76082939,5083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124788227,0,0.124788227,0,0,0
COMMERCIAL,CARR,C-2,,0.25826801,5084,0.956937799,-0.09569378,0,0,0,0,0,0,-0.861244019,0.002471054,-0.000247105,0,0,0,0,0,0,-0.002223949,0.057328453,0,0.059799507,0,0,0.002471054
COMMERCIAL,CARR,C-2,,0.39306962,5086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161359826,0,0.161359826,0,0,0
COMMERCIAL,CARR,C-2,,1.05174366,5087,0.516674495,-0.305307656,0,0,0,-0.070455613,0,0,-0.140911226,0.005436319,-0.00321237,0,0,0,-0.000741316,0,0,-0.001482632,0.067953985,0,0.073390304,0,0,0.005436319
COMMERCIAL,CARR,C-2,,0.48469992,5088,1.073071027,-1.073071027,0,0,0,0,0,0,0,0.005189213,-0.005189213,0,0,0,0,0,0,0,0.065977142,0,0.071166355,0,0,0.005189213
COMMERCIAL,CARR,C-2,,3.61445104,5089,1.592944555,-0.881930676,0,0,0,0,0,0,-0.711013878,0.057575558,-0.031876597,0,0,0,0,0,0,-0.025698962,0.237221184,0,0.294796742,0,0,0.057575558
COMMERCIAL,CARR,C-2,,4.84033633,5090,1.735845203,-1.827742891,0,0,0.061265125,0,0,0,0.030632562,0.084015836,-0.088463733,0,0,0.002965265,0,0,0,0.001482632,0.893780232,0,0.977796068,0,0,0.084015836
COMMERCIAL,CARR,C-2,,0.61713011,5091,1.283079391,-1.283079391,0,0,0,0,0,0,0,0.007907373,-0.007907373,0,0,0,0,0,0,0,0.009884216,0,0.017791589,0,0,0.007907373
COMMERCIAL,CARR,C-2,,0.33060958,5092,-0.15015015,0,0,0,0,0,0,0,0.15015015,-0.000494211,0,0,0,0,0,0,0,0.000494211,0.046455815,0,0.045961604,0,0,-0.000494211
COMMERCIAL,CARR,C-2,,1.4073549,5093,0.263388938,-0.1404741,0,0,0,0,0,0,-0.122914838,0.003706581,-0.001976843,0,0,0,0,0,0,-0.001729738,0.090193471,0,0.093900052,0,0,0.003706581
COMMERCIAL,CARR,C-2,,1.19185499,5094,1.079062046,-1.079062046,0,0,0,0,0,0,0,0.012849481,-0.012849481,0,0,0,0,0,0,0,0.467523417,0,0.480372898,0,0,0.012849481
COMMERCIAL,CARR,C-3,,3.71079328,5095,0.432929266,-0.25975756,0,0,0,0,0,0,-0.173171706,0.016061851,-0.009637111,0,0,0,0,0,0,-0.00642474,0.569083736,0,0.585145587,0,0,0.016061851
COMMERCIAL,CARR,C-3,,0.29299441,5096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMERCIAL,CARR,C-2,,1.02081934,5097,0.628930818,-1.620706338,0,0,0,0,0,0,0.99177552,0.00642474,-0.016556062,0,0,0,0,0,0,0.010131321,0.075367147,0,0.081791887,0,0,0.00642474
COMMERCIAL,CARR,C-3,,0.56500125,5098,0.656167979,-0.262467192,0,0,0,0,0,0,-0.393700787,0.003706581,-0.001482632,0,0,0,0,0,0,-0.002223949,0.041513707,0,0.045220288,0,0,0.003706581
COMMERCIAL,CARR,C-2,,0.33269396,5099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028664226,0,0.028664226,0,0,0
COMMERCIAL,CARR,C-2,,0.60307259,5100,0.163733115,-0.368399509,0,0,0,0,0,0,0.204666394,0.000988422,-0.002223949,0,0,0,0,0,0,0.001235527,0.322472547,0,0.323460969,0,0,0.000988422
COMMERCIAL,CARR,C-2,,0.37400884,5101,0,-5.123087159,0,0,0,0,0,0,5.123087159,0,-0.019027116,0,0,0,0,0,0,0.019027116,0.078085306,0,0.078085306,0,0,0
COMMERCIAL,CARR,C-2,,0.25822375,5102,0.765550239,-0.4784689,0,0,0,0,0,0,-0.28708134,0.001976843,-0.001235527,0,0,0,0,0,0,-0.000741316,0.158888772,0,0.160865615,0,0,0.001976843
COMMERCIAL,CARR,C-2,,0.37772796,5103,1.501305483,-1.501305483,0,0,0,0,0,0,0,0.005683424,-0.005683424,0,0,0,0,0,0,0,0.121822962,0,0.127506386,0,0,0.005683424
COMMERCIAL,CARR,C-2,,0.17215737,5104,1.724137931,-1.436781609,0,0,0,0,0,0,-0.287356322,0.002965265,-0.002471054,0,0,0,0,0,0,-0.000494211,0.04027818,0,0.043243445,0,0,0.002965265
COMMERCIAL,CARR,C-2,,0.17216474,5105,3.012912482,-3.012912482,0,0,0,0,0,0,0,0.005189213,-0.005189213,0,0,0,0,0,0,0,0.064247404,0,0.069436617,0,0,0.005189213
COMMERCIAL,CARR,C-2,,0.28791396,5106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMERCIAL,CARR,C-2,,0.17217339,5107,0.860832138,-0.430416069,0,0,0,0,0,0,-0.430416069,0.001482632,-0.000741316,0,0,0,0,0,0,-0.000741316,0.017544483,0,0.019027116,0,0,0.001482632
COMMERCIAL,CARR,C-2,,0.31404503,5108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020509748,0,0.020509748,0,0,0
COMMERCIAL,CARR,C-2,,0.57332378,5109,1.033591731,-0.689061154,0,0,0,0,0,0,-0.344530577,0.00593053,-0.003953686,0,0,0,0,0,0,-0.001976843,0.088710839,0,0.094641368,0,0,0.00593053
COMMERCIAL,CARR,C-1,,0.22627191,5110,0.218102508,-0.218102508,0,0,0,0,0,0,0,0.000494211,-0.000494211,0,0,0,0,0,0,0,0.002223949,0,0.002718159,0,0,0.000494211
COMMERCIAL,CARR,C-1,,0.3875829,5111,0.319284802,-0.06385696,0,0,0,0,0,0,-0.255427842,0.001235527,-0.000247105,0,0,0,0,0,0,-0.000988422,0.000988422,0,0.002223949,0,0,0.001235527
COMMERCIAL,CARR,C-2,,0.31719883,5112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103537163,0,0.103537163,0,0,0
COMMERCIAL,CARR,C-2,,0.61585463,5113,1.126760563,-0.724346076,0,0,0,0,0,0,-0.402414487,0.006918951,-0.004447897,0,0,0,0,0,0,-0.002471054,0.079073728,0,0.085992679,0,0,0.006918951
COMMERCIAL,CARR,C-2,,0.31848013,5114,0.620636152,-26.84251358,0,0,0,-0.077579519,0,0,26.29945694,0.001976843,-0.085498468,0,0,0,-0.000247105,0,0,0.083768731,0.042255023,0,0.044231867,0,0,0.001976843
COMMERCIAL,CARR,C-2,,0.54887231,5115,0.27027027,-0.09009009,0,0,0,0,0,0,-0.18018018,0.001482632,-0.000494211,0,0,0,0,0,0,-0.000988422,0.095382684,0,0.096865317,0,0,0.001482632
COMMERCIAL,CARR,C-2,,0.23233241,5116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08006215,0,0.08006215,0,0,0
COMMERCIAL,CARR,C-2,,0.61884023,5117,0.959232614,-0.599520384,0,0,0,0,0,0,-0.35971223,0.00593053,-0.003706581,0,0,0,0,0,0,-0.002223949,0.177174572,0,0.183105101,0,0,0.00593053
COMMERCIAL,CARR,C-2,,3.38159147,5118,0.160759956,-0.175374498,0,0,0,0,0,0,0.014614541,0.005436319,-0.00593053,0,0,0,0,0,0,0.000494211,0.339275714,0,0.344712033,0,0,0.005436319
COMMERCIAL,CARR,C-2,,0.96814037,5119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMERCIAL,CARR,C-2,,3.07893965,5120,0.585733772,-0.328973762,0,0,0,-0.00802375,0,0,-0.248736259,0.018038694,-0.010131321,0,0,0,-0.000247105,0,0,-0.007660267,0.186070366,0,0.20410906,0,0,0.018038694
COMMERCIAL,CARR,C-2,,1.50019571,5121,0.725354435,-0.230794593,0,0,0,0,0,0,-0.494559842,0.010872638,-0.003459476,0,0,0,0,0,0,-0.007413162,0.250564876,0,0.261437513,0,0,0.010872638
COMMERCIAL,CARR,C-2,,0.21275964,5122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211769328,0,0.211769328,0,0,0
COMMERCIAL,CARR,C-2,,0.35659686,5123,0.623268698,-0.623268698,0,0,0,0,0,0,0,0.002223949,-0.002223949,0,0,0,0,0,0,0,0.005189213,0,0.007413162,0,0,0.002223949
COMMERCIAL,CARR,C-3,,3.81121272,5124,0.460530583,-0.395667121,0,0,0.233508465,0,0,0,-0.298371927,0.017544483,-0.015073429,0,0,0.008895794,0,0,0,-0.011366848,0.045467394,0,0.063011877,0,0,0.017544483
COMMERCIAL,CARR,C-2,,4.58115714,5125,0.523645001,-0.604621032,0,0,-0.02699201,0,0,0,0.107968041,0.023969224,-0.027675805,0,0,-0.001235527,0,0,0,0.004942108,0.140602973,0,0.164572196,0,0,0.023969224
COMMERCIAL,CARR,C-2,,1.12060763,5126,0.881834215,-0.066137566,0,0,0,0,0,0,-0.815696649,0.009884216,-0.000741316,0,0,0,0,0,0,-0.0091429,0.043243445,0,0.053127661,0,0,0.009884216
COMMERCIAL,CARR,C-2,,0.24945697,5127,2.868447082,-2.077151335,0,0,0,0,0,0,-0.791295747,0.007166057,-0.005189213,0,0,0,0,0,0,-0.001976843,0.013096586,0,0.020262643,0,0,0.007166057
COMMERCIAL,CARR,C-2,,0.31641951,5128,3.039750585,-1.247077163,0,0,0,0,0,0,-1.792673422,0.009637111,-0.003953686,0,0,0,0,0,0,-0.005683424,0.038548442,0,0.048185553,0,0,0.009637111
COMMERCIAL,CARR,C-2,,1.16849455,5129,0.211461197,-0.084584479,0,0,0,0,0,0,-0.126876718,0.002471054,-0.000988422,0,0,0,0,0,0,-0.001482632,0.000494211,0,0.002965265,0,0,0.002471054
COMMERCIAL,CARR,C-2,,0.87160208,5130,1.246105919,-0.538091192,0,0,0,0,0,0,-0.708014727,0.010872638,-0.004695003,0,0,0,0,0,0,-0.006177635,0.303692537,0,0.314565174,0,0,0.010872638
COMMERCIAL,CARR,C-2,,2.11113021,5131,1.84990048,-0.995199625,0,0,0,0,0,0,-0.854700855,0.039042653,-0.021003959,0,0,0,0,0,0,-0.018038694,0.163583775,0,0.202626428,0,0,0.039042653
COMMERCIAL,CARR,C-2,,0.13552675,5132,2.9143898,-2.9143898,0,0,0,0,0,0,0,0.003953686,-0.003953686,0,0,0,0,0,0,0,0.093405841,0,0.097359528,0,0,0.003953686
COMMERCIAL,CARR,C-2,,0.17805672,5133,1.803051318,-2.080443828,0,0,0,0,0,0,0.27739251,0.00321237,-0.003706581,0,0,0,0,0,0,0.000494211,0.034594756,0,0.037807126,0,0,0.00321237
COMMERCIAL,CARR,C-2,,0.06400278,5134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001235527,0,0.001235527,0,0,0
COMMERCIAL,CARR,C-2,,0.15259313,5135,8.090614887,-8.090614887,0,0,0,0,0,0,0,0.01235527,-0.01235527,0,0,0,0,0,0,0,0.01556764,0,0.02792291,0,0,0.01235527
COMMERCIAL,CARR,C-2,,0.06756137,5136,8.088235294,-8.088235294,0,0,0,0,0,0,0,0.005436319,-0.005436319,0,0,0,0,0,0,0,0.00593053,0,0.011366848,0,0,0.005436319
COMMERCIAL,CARR,C-2,,0.05907056,5137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMERCIAL,CARR,C-2,,0.05971734,5138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMERCIAL,CARR,C-2,,0.82945182,5139,0.327478416,-0.893122953,0,0,0,0,0,0,0.565644537,0.002718159,-0.007413162,0,0,0,0,0,0,0.004695003,0.000988422,0,0.003706581,0,0,0.002718159
COMMERCIAL,CARR,C-2,,9.91004239,5140,0.329144225,-0.281767405,0,0,0,0,0,0,-0.04737682,0.032617913,-0.02792291,0,0,0,0,0,0,-0.004695003,0.11119743,0,0.143815343,0,0,0.032617913
COMMERCIAL,CARR,C-2,,8.16932998,5141,0.045374796,-0.10889951,0,0,0.063524714,0,0,0,0,0.003706581,-0.008895794,0,0,0.005189213,0,0,0,0,0.075120042,0,0.078826623,0,0,0.003706581
COMMERCIAL,CARR,C-2,,5.75012105,5142,0.339463733,-0.403918872,0,0,0,0,0,0,0.064455139,0.019521327,-0.023227908,0,0,0,0,0,0,0.003706581,0.927880777,0,0.947402104,0,0,0.019521327
COMMERCIAL,CARR,C-2,,0.28764846,5143,2.827763496,-1.028277635,0,0,0,0,0,0,-1.799485861,0.008154478,-0.002965265,0,0,0,0,0,0,-0.005189213,0.057081347,0,0.065235826,0,0,0.008154478
COMMERCIAL,CARR,C-2,,0.05922284,5144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMERCIAL,CARR,C-2,,1.0307333,5145,0.599808061,-0.815738964,0,0,0,0,0,0,0.215930902,0.006177635,-0.008401584,0,0,0,0,0,0,0.002223949,0.216711436,0,0.222889071,0,0,0.006177635
COMMERCIAL,CARR,C-2,,0.04596991,5146,6.179775281,-6.179775281,0,0,0,0,0,0,0,0.002718159,-0.002718159,0,0,0,0,0,0,0,0.001482632,0,0.004200792,0,0,0.002718159
COMMERCIAL,CARR,C-2,,0.24015837,5147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201390901,0,0.201390901,0,0,0
COMMERCIAL,CARR,C-2,,2.5938834,5148,0.085755121,-0.57170081,0,0,0,0,0,0,0.485945688,0.002223949,-0.014826324,0,0,0,0,0,0,0.012602375,0.303445431,0,0.30566938,0,0,0.002223949
COMMERCIAL,CARR,C-3,,3.4110019,5149,0.615629753,-0.60838705,0,0,-0.028970812,0,0,0,0.021728109,0.021003959,-0.020756854,0,0,-0.000988422,0,0,0,0.000741316,1.124576675,0,1.145580634,0,0,0.021003959
COMMERCIAL,CARR,C-3,,3.8687342,5150,0.408632359,-0.274549866,0,0,-0.038309284,-0.006384881,0,0,-0.089388328,0.015814746,-0.010625532,0,0,-0.001482632,-0.000247105,0,0,-0.003459476,0.812976766,0,0.828791512,0,0,0.015814746
COMMERCIAL,CARR,C-2,,0.58600215,5151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156911929,0,0.156911929,0,0,0
COMMERCIAL,CARR,C-2,,0.46148966,5152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMERCIAL,CARR,C-2,,0.42121366,5153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023969224,0,0.023969224,0,0,0
COMMERCIAL,CARR,C-2,,6.9259843,5154,0.531744049,-0.506762785,0,0,-0.024981264,-0.007137504,0,0,0.007137504,0.036818705,-0.035088967,0,0,-0.001729738,-0.000494211,0,0,0.000494211,2.852090527,0,2.888909231,0,0,0.036818705
COMMERCIAL,CARR,C-2,,0.09331905,5155,1.058201058,-0.529100529,0,0,0,0,0,0,-0.529100529,0.000988422,-0.000494211,0,0,0,0,0,0,-0.000494211,0.002223949,0,0.00321237,0,0,0.000988422
COMMERCIAL,CARR,C-2,,0.24855588,5156,0.794438928,-0.794438928,0,0,0,0,0,0,0,0.001976843,-0.001976843,0,0,0,0,0,0,0,0.049915291,0,0.051892134,0,0,0.001976843
COMMERCIAL,CARR,C-2,,0.04400351,5157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMERCIAL,CARR,C-2,,0.44913974,5158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMERCIAL,CARR,C-2,,2.41568901,5159,-2.383631714,5.012787724,0,0,0.092071611,-0.010230179,0,0,-2.710997442,-0.057575558,0.121081646,0,0,0.002223949,-0.000247105,0,0,-0.065482931,0.573284528,0,0.51570897,0,0,-0.057575558
COMMERCIAL,CARR,C-2,,0.85595404,5160,0.230880231,-0.086580087,0,0,0,-0.028860029,0,0,-0.115440115,0.001976843,-0.000741316,0,0,0,-0.000247105,0,0,-0.000988422,0.076849779,0,0.078826623,0,0,0.001976843
COMMERCIAL,CARR,C-2,,0.39209393,5161,0.820189274,0,0,0,0,0,0,0,-0.820189274,0.00321237,0,0,0,0,0,0,0,-0.00321237,0.082780309,0,0.085992679,0,0,0.00321237
COMMERCIAL,CARR,C-2,,0.96235146,5162,0.154043646,0,0,0,0.693196406,0,0,0,-0.847240051,0.001482632,0,0,0,0.006671846,0,0,0,-0.008154478,0.082533204,0,0.084015836,0,0,0.001482632
COMMERCIAL,CARR,C-2,,1.01476562,5163,0.121862052,-0.146234463,0,0,0,0,0,0,0.02437241,0.001235527,-0.001482632,0,0,0,0,0,0,0.000247105,0.093652947,0,0.094888474,0,0,0.001235527
COMMERCIAL,CARR,C-2,,0.4754874,5164,0.20746888,0,0,0,0,0,0,0,-0.20746888,0.000988422,0,0,0,0,0,0,0,-0.000988422,0.057822664,0,0.058811085,0,0,0.000988422
COMMERCIAL,CARR,C-3,,4.1701381,5165,1.197533792,-0.136352857,0,0,-0.053355466,-0.041498696,0,0,-0.966326773,0.049915291,-0.005683424,0,0,-0.002223949,-0.001729738,0,0,-0.04027818,0.1418385,0,0.19175379,0,0,0.049915291
COMMERCIAL,CARR,C-3,,2.89488487,5166,1.178379302,-0.845359064,0,0,0,-0.162240628,0,0,-0.170779609,0.034100545,-0.024463435,0,0,0,-0.004695003,0,0,-0.004942108,0.166054829,0,0.200155374,0,0,0.034100545
COMMERCIAL,CARR,C-1,,0.4591336,5167,0.645855759,-1.345532831,0,0,0,0,0,0,0.699677072,0.002965265,-0.006177635,0,0,0,0,0,0,0.00321237,0.192989317,0,0.195954582,0,0,0.002965265
COMMERCIAL,CARR,C-2,,0.8181891,5168,0.120809423,0,0,0,0,0,0,0,-0.120809423,0.000988422,0,0,0,0,0,0,0,-0.000988422,0.000988422,0,0.001976843,0,0,0.000988422
COMMERCIAL,CARR,C-2,,1.34891734,5169,0.787978743,-0.49477735,0,0,0,0,0,0,-0.293201393,0.010625532,-0.006671846,0,0,0,0,0,0,-0.003953686,0.1144098,0,0.125035332,0,0,0.010625532
COMMERCIAL,CARR,C-2,,0.49463701,5170,1.15,-1.8,0,0,-0.3,0,0,0,0.95,0.005683424,-0.008895794,0,0,-0.001482632,0,0,0,0.004695003,0.010625532,0,0.016308956,0,0,0.005683424
COMMERCIAL,CARR,C-1,,0.29902925,5171,0.744416873,-0.744416873,0,0,0,0,0,0,0,0.002223949,-0.002223949,0,0,0,0,0,0,0,0.016803167,0,0.019027116,0,0,0.002223949
COMMERCIAL,CARR,C-1,,1.56718862,5173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041760813,0,0.041760813,0,0,0
COMMERCIAL,CARR,C-2,,0.72535535,5174,0.23858214,0,0,0,0,0,0,0,-0.23858214,0.001729738,0,0,0,0,0,0,0,-0.001729738,0.018038694,0,0.019768432,0,0,0.001729738
COMMERCIAL,CARR,C-1,,0.09646583,5175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
